w_belt,R_cat,theta_cat,V_a,I_c,R_anode_cav,R_anode_arc,dr_cat_anode,dz_cat_anode,dr_gun_field,dz_gun_field,alpha,delta_alpha,R_g,Delta_r
3.0757632377574495,59.19030712711994,20.541573824817423,86.40597191948106,74.86325896176623,18.873825456758656,10.740501182386257,-0.03914218753531956,0.41294136853961283,0.11455006427632974,1.5962733550721908,1.3684180634105243,5.461860514417916,10.443386387988692,0.6586190263189213
8.375895818214378,52.64153001039322,27.647429085635103,67.7774438786256,80.41644330318401,23.315105189424838,13.001132071090257,0.38891774262408385,0.7221431501640201,-0.2911876411853982,-0.027029342052347527,1.479585640685915,7.450488934402502,9.550064277751355,1.8560833238844703
4.263522587796913,59.201620423557515,22.168941038912916,69.58368232745464,61.298461493279476,22.452067145758164,17.165332808122436,0.013639106083923713,0.6120748070609925,0.5237416741936955,-1.5978721996074559,1.4329485137677227,7.2586749552880665,10.980263055069251,0.9845281374136822
7.319683417752649,53.5367629684365,27.770806004207746,63.07968768652352,78.78228086787973,18.798378816733425,12.59728127086523,-0.13242891241066113,0.7242027849191941,0.599361363015235,-1.331614497463879,1.6139285452629732,9.007482097067896,9.440011579699524,1.6176404768011317
3.2009743757701363,46.947252751836665,27.333295627498906,68.78267575263082,87.91240402177185,18.591530777701667,17.262329209687685,-0.2567403000767608,0.6514989111644032,0.5082003677472349,-1.2139646562340978,1.5788185965351333,8.190393033198877,8.240196345215015,0.7991834258745463
7.453046088756794,59.59167330154047,28.926684251024536,63.71814039222011,45.71272921898071,21.930099638407427,15.354713883891161,0.23638729491330013,-0.7162070365318014,0.9824058385857191,-0.1422837567962545,1.4790182573019102,9.005209945423022,10.993205251011624,1.7921490777371931
3.581103278990465,52.37987928569095,25.99987946877005,79.56047985096401,84.82375078803423,18.719056051996336,16.145986702046383,-0.15383255224941617,0.3537140721774623,-0.5172592335296784,0.8655204404857564,1.4651099146279718,6.902345683811399,8.939481188105765,0.8210009823041774
3.473915298582968,55.15111492868027,30.502871351027302,68.22196246880391,40.80832274043482,18.98820036491394,14.283672626615292,-0.42938151533549973,0.2618732752906774,0.0035194203583852612,1.819084897608549,1.479840546059927,5.6275701228274695,9.556348488012254,0.6947506661202928
4.714199157560446,52.39827387011472,32.89900329404241,82.31099680685726,70.44812549834214,22.77707073930935,16.553299581096585,0.1504110474930339,0.08525957759731317,0.11298721067103035,-1.5118105561300073,1.3536649781356624,5.5712149213300055,9.448394735677413,0.9891279358620301
3.024731207538898,53.05564772697896,23.42040423948988,64.40533260798034,45.35455128713404,19.408801992876988,10.98232818186959,0.1089591817385358,-0.6031370737812803,0.28114205240225076,1.4432405556382433,1.521235933888032,6.03677886260914,9.384946499751155,0.6679857933244289
